"movieid1","movieid2","rating","username"
3793,87232,1,122
3793,89745,1,122
3793,102058,1,122
3793,102060,1,122
3793,103042,1,122
3793,103772,1,122
3793,111362,1,122
3799,244,0,89
3799,3054,1,89
3799,3945,1,89
3799,4241,1,89
3799,5146,0,89
3799,5672,1,89
3799,6371,1,89
3799,91752,1,89
3949,147,1,143
3949,778,1,143
3949,3272,1,143
3949,5954,1,143
3949,6016,1,143
3949,6223,1,143
3949,26344,1,143
3949,27587,1,143
3949,44929,1,143
3949,112929,0,143
3988,317,0,100
3988,551,0,100
3988,586,0,100
3988,1028,0,100
3988,5804,0,100
3988,6373,0,100
3988,8965,0,100
3988,26502,0,100
3988,30883,0,100
3988,49647,0,100
3988,52435,1,100
3988,58299,0,100
3988,95756,0,100
4011,32,1,33
4011,1954,0,33
4011,2410,0,33
4011,2542,1,33
4011,2959,1,33
4011,4226,1,33
4011,4963,1,33
4011,27831,1,33
4011,40148,1,33
4011,57669,1,33
4011,62849,1,33
4011,72641,0,33
4124,6,0,112
4124,648,0,112
4124,1387,1,112
4124,1388,1,112
4124,1389,1,112
4124,2368,1,112
4124,2382,0,112
4124,2722,1,112
4124,2816,0,112
4124,3623,0,112
4124,4099,0,112
4124,4987,0,112
4124,5218,0,112
4124,5349,0,112
4124,8387,0,112
4124,31555,0,112
4124,51520,0,112
4124,53000,0,112
4124,70695,0,112
4124,89427,1,112
4124,106791,0,112
4226,50,0,121
4226,1625,1,67
4226,1921,1,111
4226,2579,1,111
4226,2762,0,67
4226,2762,1,121
4226,2997,0,111
4226,4848,1,111
4226,6323,1,111
4226,8973,0,111
4226,27773,1,111
4226,42004,0,121
4226,58520,0,111
4226,74458,1,67
4226,74458,1,121
4226,84601,1,121
4232,18,0,108
4232,18,1,131
4232,163,1,108
4232,1028,0,108
4232,1588,0,108
4232,1588,1,131
4232,2006,0,108
4232,2006,1,131
4232,2683,0,131
4232,2683,1,108
4232,2916,1,108
4232,2916,1,131
4232,3267,1,108
4232,3267,1,131
4232,5459,1,108
4232,5459,1,131
4232,5504,1,108
4232,5929,0,108
4232,5929,1,131
4232,6625,0,108
4232,6709,1,108
4232,6709,1,131
4232,8521,0,108
4232,8521,1,131
4232,8972,1,108
4232,8972,1,131
4232,33681,1,108
4232,33681,1,131
4232,80219,1,108
4232,89002,1,108
4232,89002,1,131
4232,90647,0,108
4232,90647,1,131
4232,120637,1,108
4262,296,1,33
4262,428,1,33
4262,431,1,33
4262,858,1,33
4262,1090,0,33
4262,1221,1,33
4262,1227,1,33
4262,1466,1,33
4262,2023,1,33
4262,3173,0,33
4262,6016,1,33
4262,26471,0,33
4262,53894,0,33
4306,1,1,151
4306,2294,1,151
4306,2355,1,151
4306,3034,1,151
4306,3114,1,151
4306,3751,1,151
4306,4886,1,151
4306,5218,1,151
4306,6377,1,151
4306,8360,1,151
4306,26973,0,151
4306,45517,1,151
4306,68954,1,151
4306,81847,1,151
4310,2881,0,33
4367,1291,1,67
4367,1291,1,89
4367,2115,1,67
4367,2115,1,89
4367,2406,1,89
4367,5313,1,67
4367,5459,0,67
4367,6157,0,67
4367,6564,1,67
4367,6564,1,89
4367,33679,0,89
4367,33679,1,67
4367,42721,1,89
4367,56775,1,89
4367,78105,1,89
4367,105236,0,89
4491,2699,0,114
4491,4093,0,114
4491,4543,0,114
4491,4556,0,114
4491,5978,0,114
4491,6845,0,114
4491,9013,1,114
4720,1994,0,67
4720,2762,1,67
4720,56339,1,67
4720,92422,1,67
4776,293,0,57
4776,293,1,113
4776,318,1,57
4776,456,1,113
4776,497,0,113
4776,3298,0,113
4776,4034,1,113
4776,4448,1,113
4776,5294,0,113
4776,5464,1,113
4776,5956,1,113
4776,6185,0,113
4776,7445,0,113
4776,8781,0,57
4776,8781,1,113
4776,27005,0,113
4776,32196,1,113
4776,40681,0,113
4776,44199,1,113
4776,49314,0,113
4776,51106,1,113
4776,55765,0,113
4776,55820,0,113
4776,96811,1,113
4776,97923,0,113
4776,99964,1,113
4776,111360,0,113
4878,1517,0,67
4878,1517,0,113
4878,2959,1,113
4878,4226,1,113
4878,4939,1,113
4878,6625,0,67
4878,6625,0,113
4878,7254,0,113
4878,7254,1,67
4878,7361,0,113
4878,8914,1,113
4878,44195,0,67
4878,56003,0,67
4878,56003,1,113
4878,68237,0,113
4878,76077,0,67
4878,76077,0,113
4878,115680,1,113
4886,1,1,86
4886,1,1,143
4886,364,0,86
4886,364,1,143
4886,588,0,86
4886,588,1,143
4886,2355,0,86
4886,2355,1,143
4886,3114,0,86
4886,3114,1,143
4886,4306,0,86
4886,4306,1,143
4886,6377,0,86
4886,6377,1,143
4886,8961,0,86
4886,8961,1,143
4886,45517,1,86
4886,45517,1,143
4886,68954,0,86
4886,68954,1,143
4886,78499,0,86
4886,78499,1,143
4886,87876,1,86
4886,87876,1,143
4886,95313,0,86
4886,95313,1,143
4886,120474,0,86
4886,120474,1,143
4896,1031,0,48
4896,1031,0,60
4896,2052,0,48
4896,2052,0,60
4896,2052,1,118
4896,2052,1,143
4896,5816,1,48
4896,5816,1,60
4896,5816,1,118
4896,5816,1,143
4896,6093,0,48
4896,6093,0,60
4896,6093,0,143
4896,8368,1,48
4896,8368,1,60
4896,8368,1,118
4896,8368,1,143
4896,26662,0,48
4896,26662,0,60
4896,26662,1,143
4896,40815,1,48
4896,40815,1,60
4896,40815,1,118
4896,40815,1,143
4896,54001,1,48
4896,54001,1,60
4896,54001,1,118
4896,54001,1,143
4896,69844,1,48
4896,69844,1,60
4896,69844,1,118
4896,69844,1,143
4896,81834,1,48
4896,81834,1,60
4896,81834,1,118
4896,81834,1,143
4896,117448,0,48
4896,117448,0,60
4896,117448,1,118
4896,117448,1,143
4896,121825,0,48
4896,121825,0,60
4896,121825,1,118
4896,121825,1,143
4963,318,1,49
4963,1672,1,49
4963,2881,1,49
4963,5331,1,49
4963,58803,1,49
4963,94666,1,49
4973,29,0,42
4973,531,0,67
4973,597,1,33
4973,1088,0,42
4973,1088,0,67
4973,1088,1,33
4973,1111,0,42
4973,1111,0,67
4973,2125,0,67
4973,6664,0,33
4973,6664,0,42
4973,6664,0,67
4973,6792,0,42
4973,7136,0,42
4973,7147,1,33
4973,7361,1,33
4973,27721,1,42
4973,35836,0,33
4973,48394,0,67
4973,48997,0,42
4973,48997,0,67
4973,48997,1,33
4973,56367,0,33
4973,56367,0,42
4973,56367,0,67
4973,76173,1,42
4973,102684,0,42
4973,108647,0,67
4973,108647,1,42
4973,109569,0,67
4993,2116,1,56
4993,2116,1,123
4993,2116,1,133
4993,2193,1,62
4993,5952,1,56
4993,5952,1,62
4993,5952,1,123
4993,5952,1,133
4993,7153,1,56
4993,7153,1,62
4993,7153,1,123
4993,7153,1,133
4993,26403,0,123
4993,26403,1,56
4993,26403,1,62
4993,26403,1,133
4993,41569,0,62
4993,41569,0,123
4993,75395,0,62
4993,75395,0,123
4993,75395,1,133
4993,98809,1,56
4993,98809,1,62
4993,98809,1,123
4993,98809,1,133
4993,106489,1,56
4993,106489,1,62
4993,106489,1,123
4993,106489,1,133
4993,118696,1,56
4993,118696,1,62
4993,118696,1,123
4993,118696,1,133
5015,290,0,143
5015,630,1,143
5015,1057,1,143
5015,2127,1,143
5015,2674,1,143
5015,3626,0,143
5015,4056,0,143
5015,4723,0,143
5015,4903,1,143
5015,4976,1,143
5015,4978,1,143
5015,5218,0,143
5015,5477,1,143
5015,5625,1,143
5015,5682,1,143
5015,5945,1,143
5015,6373,0,143
5015,8532,1,143
5015,8588,1,143
5015,8658,1,143
5015,8702,1,143
5015,27266,1,143
5015,34437,1,143
5015,53921,1,143
5015,56389,1,143
5015,99054,1,143
5066,4168,0,39
5066,4840,0,39
5066,5482,0,39
5066,6549,1,39
5066,7316,0,39
5066,8533,1,39
5066,8970,1,39
5066,30812,0,39
5066,31960,0,39
5066,53121,0,39
5066,56908,1,39
5066,57183,1,39
5066,74688,1,39
5066,77414,1,39
5066,115147,1,39
5066,116781,0,39
5254,565,0,66
5254,565,0,143
5254,1603,0,66
5254,1603,0,143
5254,2167,1,66
5254,2167,1,143
5254,5219,1,66
5254,5219,1,143
5254,5313,1,143
5254,5463,1,143
5254,6534,0,143
5254,6534,1,66
5254,6537,1,143
5254,6764,1,143
5254,7373,1,66
5254,7373,1,143
5254,8985,1,66
5254,8985,1,143
5254,33794,0,143
5254,33794,1,66
5254,46530,0,143
5254,46530,1,66
5254,81080,0,66
5254,81080,1,143
5254,91529,0,143
5254,91529,1,66
5254,103042,0,143
5254,103042,1,66
5254,106895,0,66
5254,106895,0,143
5254,113348,0,143
5254,113348,1,66
5349,153,1,103
5349,1101,0,103
5349,3793,1,103
5349,8636,1,103
5349,33794,1,103
5349,45499,1,103
5349,52722,1,103
5349,95510,1,103
5349,106072,0,103
5349,110553,1,103
5418,2949,1,62
5418,3623,1,62
5418,8665,1,62
5418,33794,0,62
5418,45186,1,62
5418,49272,1,62
5418,54286,1,62
5418,58559,0,62
5418,68554,1,62
5418,74795,1,62
5418,84329,1,62
5418,84601,1,62
5418,91535,1,62
5444,1,0,87
5444,1,1,123
5444,332,0,87
5444,332,0,123
5444,616,0,123
5444,616,1,87
5444,1097,0,87
5444,1097,0,123
5444,1127,0,87
5444,1127,0,123
5444,1688,0,87
5444,1688,0,123
5444,2355,1,87
5444,2355,1,123
5444,3114,0,87
5444,3114,1,123
5444,4016,0,87
5444,4016,1,123
5444,4886,1,87
5444,4886,1,123
5444,6184,0,87
5444,6184,0,123
5444,6297,0,123
5444,6377,1,87
5444,6377,1,123
5444,7164,0,123
5444,8169,0,87
5444,8169,0,123
5444,8961,0,87
5444,40339,1,87
5444,46948,0,123
5444,52730,0,123
5444,87876,0,87
5444,91233,0,87
5444,91233,0,123
5459,648,0,91
5459,648,1,118
5459,780,1,91
5459,780,1,118
5459,1097,0,91
5459,1097,0,118
5459,1580,1,91
5459,1580,1,118
5459,1792,0,118
5459,3623,0,91
5459,3623,1,118
5459,4232,1,118
5459,5414,1,118
5459,5462,0,118
5459,5481,0,118
5459,5481,1,91
5459,5504,1,91
5459,5504,1,118
5459,6219,1,118
5459,6714,1,118
5459,6950,0,118
5459,8644,0,91
5459,8644,0,118
5459,8810,0,91
5459,8810,0,118
5459,8972,0,118
5459,33794,0,91
5459,33794,0,118
5459,45499,0,118
5459,52328,0,118
5459,87430,0,118
5459,94777,1,91
5459,94777,1,118
5507,10,1,75
5507,413,1,75
5507,648,1,75
5507,1121,0,75
5507,2090,0,75
5507,2411,0,75
5507,2948,1,75
5507,4005,1,75
5507,7226,1,75
5507,8371,0,75
5507,27734,0,75
5507,32017,0,75
5507,33158,1,75
5507,41569,0,75
5507,46335,1,75
5507,67923,1,75
5816,1215,0,103
5816,1215,0,123
5816,4896,1,59
5816,4896,1,82
5816,4896,1,103
5816,4896,1,123
5816,4896,1,133
5816,4896,1,139
5816,5481,0,59
5816,5481,0,103
5816,5481,0,123
5816,5574,0,59
5816,5574,0,103
5816,5574,0,123
5816,7044,0,123
5816,8368,1,59
5816,8368,1,82
5816,8368,1,103
5816,8368,1,123
5816,8368,1,133
5816,8368,1,139
5816,40815,1,59
5816,40815,1,82
5816,40815,1,103
5816,40815,1,123
5816,40815,1,133
5816,40815,1,139
5816,54001,1,59
5816,54001,1,82
5816,54001,1,103
5816,54001,1,123
5816,54001,1,133
5816,54001,1,139
5816,69844,1,59
5816,69844,1,82
5816,69844,1,103
5816,69844,1,123
5816,69844,1,133
5816,69844,1,139
5816,81834,1,59
5816,81834,1,82
5816,81834,1,103
5816,81834,1,123
5816,81834,1,133
5816,81834,1,139
5816,100163,0,103
5816,100163,0,123
5903,2324,0,33
5903,2571,1,33
5903,6365,1,33
5903,6709,1,33
5903,6934,1,33
5903,37386,1,33
5903,43928,1,33
5952,1198,1,117
5952,2116,1,41
5952,2116,1,117
5952,2560,0,41
5952,2560,0,117
5952,3654,0,41
5952,4993,1,41
5952,4993,1,117
5952,7153,1,41
5952,7153,1,117
5952,41569,0,41
5952,41569,0,117
5952,45186,0,41
5952,45186,0,117
5952,98809,1,41
5952,98809,1,117
5952,106489,1,41
5952,106489,1,117
5952,118696,1,41
5952,118696,1,117
5989,147,0,67
5989,5464,0,67
5989,8529,0,67
5989,30812,0,67
5989,90719,0,67
5989,102407,0,67
5989,105504,0,67
6157,1377,1,128
6157,5349,1,128
6157,5507,1,128
6157,6264,1,128
6157,6564,0,128
6157,6595,1,128
6157,8636,1,128
6157,33794,1,128
6157,46530,1,128
6157,52722,1,128
6157,53464,1,128
6157,91529,1,128
6157,113348,1,128
6157,119145,1,128
6214,47,1,33
6214,4848,1,33
6214,76772,1,33
6214,91658,1,33
6373,19,1,122
6373,231,1,122
6373,367,1,122
6373,784,1,122
6373,2108,1,122
6373,2997,0,122
6373,2997,1,33
6373,3988,0,33
6373,32239,1,122
6373,45672,1,122
6373,47491,0,122
6373,53993,1,33
6373,60516,1,122
6373,64969,1,122
6373,74624,0,33
6373,74624,0,122
6373,84164,0,122
6373,87869,1,33
6373,87869,1,122
6373,101283,1,122
6373,102123,1,33
6373,102123,1,122
6378,3717,1,33
6378,5574,1,33
6378,6893,1,33
6378,8984,1,33
6378,36519,1,33
6378,47200,1,33
6378,70336,0,33
6378,102716,1,33
6539,15,1,119
6539,15,1,123
6539,15,1,138
6539,15,1,144
6539,930,0,119
6539,930,0,123
6539,930,0,138
6539,930,0,144
6539,1291,1,119
6539,1291,1,123
6539,1291,1,144
6539,2081,0,123
6539,2081,0,144
6539,2081,1,138
6539,2617,1,123
6539,2617,1,138
6539,2617,1,144
6539,4000,0,144
6539,4000,1,119
6539,4000,1,123
6539,4270,1,123
6539,4270,1,138
6539,4270,1,144
6539,4270,1,146
6539,26085,1,119
6539,26085,1,138
6539,26085,1,144
6539,40815,0,123
6539,40815,0,144
6539,40815,1,138
6539,45722,1,119
6539,45722,1,123
6539,45722,1,138
6539,45722,1,144
6539,45722,1,146
6539,53125,1,119
6539,53125,1,123
6539,53125,1,138
6539,53125,1,144
6539,77540,1,138
6539,86880,1,119
6539,86880,1,123
6539,86880,1,138
6539,86880,1,144
6539,86880,1,146
6539,98809,0,123
6539,98809,1,138
6539,98809,1,144
6539,106489,0,123
6539,106489,1,138
6539,106489,1,144
6863,1270,0,70
6863,1288,0,70
6863,2342,1,70
6863,2482,1,70
6863,5025,1,70
6863,7390,1,70
6863,46347,1,70
6863,46581,1,70
6863,49396,0,70
6863,56805,0,70
6863,70126,0,70
6863,70862,0,70
6863,90343,0,70
6863,107623,0,70
6870,50,1,114
6870,2762,0,67
6870,3784,0,67
6870,6016,0,114
6870,6280,1,114
6870,44665,0,114
6870,63062,1,67
6870,63062,1,114
6870,91658,0,67
6872,2985,1,118
6872,4852,1,118
6872,5476,1,118
6872,5556,1,118
6872,7120,1,118
6872,8961,1,118
6872,27327,1,118
6872,31424,1,118
6872,31431,1,118
6872,42721,0,118
6872,45081,1,118
6872,53121,0,118
6872,78022,0,118
6872,100408,1,118
6874,70,1,117
6874,296,1,117
6874,1089,1,117
6874,3977,1,117
6874,7438,1,117
6874,32587,1,117
6874,33794,1,117
6874,53183,1,117
6874,53519,1,117
6874,59784,1,117
6874,68157,1,117
6874,91014,1,117
6874,97950,1,117
6874,99114,1,117
6874,102088,1,117
6874,113348,1,117
6893,4954,1,33
6902,3495,0,129
6902,3617,0,129
6902,6308,0,129
6902,6710,1,129
6902,7018,0,129
6902,7147,0,129
6902,8576,0,129
6902,27431,0,129
6902,42638,1,129
6902,51317,1,129
6902,89554,1,129
6902,90528,1,129
6902,105197,1,129
6902,115240,0,129
7147,2632,0,65
7147,2997,0,65
7147,4467,0,65
7147,6370,0,65
7147,26811,0,65
7147,27362,0,65
7147,30793,0,65
7147,47084,0,65
7147,65261,1,65
7147,69844,0,65
7147,83652,0,65
7147,88125,0,65
7147,98809,0,65
7147,101025,0,65
7153,1198,0,116
7153,2116,1,116
7153,4438,0,116
7153,4993,1,116
7153,5952,1,116
7153,41569,0,116
7153,98809,1,116
7153,106489,1,116
7153,118696,1,116
7254,4226,1,147
7254,4878,1,147
7254,6323,1,147
7254,7360,1,147
7254,7361,1,147
7254,7362,1,147
7254,8914,1,147
7254,45442,1,147
7254,48043,1,147
7254,65899,1,147
7254,119167,1,147
7293,1281,0,33
7293,1777,1,33
7293,2125,0,33
7293,2694,1,33
7293,4226,0,33
7293,5418,0,33
7293,5449,1,33
7293,6373,1,33
7293,30825,1,33
7293,31685,1,33
7373,565,0,50
7373,1377,0,78
7373,1377,1,50
7373,1603,0,50
7373,4902,0,50
7373,5254,1,50
7373,5254,1,78
7373,6534,0,78
7373,6534,1,50
7373,33794,0,78
7373,33794,1,50
7373,46530,1,50
7373,48394,0,50
7373,57640,1,50
7373,57640,1,78
7373,74452,0,50
7373,87430,1,50
7373,89028,0,50
7373,103042,0,78
7373,103042,1,50
7373,103228,0,78
7373,103228,1,50
7395,918,0,114
7395,1935,0,114
7395,7054,0,114
7395,7212,0,114
7395,31030,0,114
7395,42009,1,114
7395,76187,0,114
7438,36,0,67
7438,70,0,67
7438,296,0,67
7438,1089,0,67
7438,2329,0,67
7438,3489,0,67
7438,6874,1,67
7438,27808,0,67
7438,68157,1,67
7438,99114,1,67
7451,1987,0,39
7451,2395,0,39
7451,3290,0,39
7451,4068,0,39
7451,6593,1,39
7451,7316,1,39
7451,34540,1,39
7451,36513,1,39
7451,43930,0,39
7451,43930,1,120
7451,44193,1,39
7451,44193,1,120
7451,59258,0,39
7451,59258,1,120
7451,70663,1,39
7451,70663,1,120
7451,81880,0,39
7451,95237,0,39
7451,103433,0,39
7451,105731,0,39
7451,105731,0,120
7451,121489,0,39
7984,3727,1,114
7984,3833,1,114
7984,4096,1,114
7984,26558,1,114
7984,108581,1,114
7984,115376,0,114
8360,2294,1,41
8360,2294,1,118
8360,2355,1,41
8360,2355,1,118
8360,3114,1,41
8360,3114,1,84
8360,3114,1,118
8360,4306,1,41
8360,4306,1,84
8360,4306,1,118
8360,4886,1,41
8360,4886,1,84
8360,4886,1,118
8360,5218,1,118
8360,6377,1,118
8360,8907,1,41
8360,8907,1,118
8360,48982,1,41
8360,48982,1,118
8360,53121,1,41
8360,53121,1,84
8360,53121,1,118
8360,81847,1,41
8360,81847,1,84
8360,81847,1,118
8360,90647,1,118
8368,4896,1,33
8368,5816,1,33
8368,40815,1,33
8368,54001,1,33
8368,69844,1,33
8368,81834,1,33
8464,5669,0,143
8464,8530,0,143
8464,8622,0,143
8464,8966,0,143
8464,27866,0,143
8464,30749,0,143
8464,31435,0,143
8464,53894,1,143
8464,74677,1,143
8464,89074,1,143
8464,90899,1,143
8464,95012,1,143
8464,109284,1,143
8529,357,1,84
8529,1446,0,84
8529,1894,0,67
8529,1894,0,84
8529,2028,0,67
8529,2028,0,84
8529,3147,0,84
8529,3176,1,84
8529,4022,0,67
8529,4022,1,84
8529,5464,0,67
8529,5464,1,84
8529,5989,0,67
8529,5989,1,84
8529,6373,1,84
8529,7367,0,84
8529,27808,1,67
8529,27808,1,84
8529,60516,0,67
8529,60516,1,84
8529,64321,1,84
8529,64957,1,84
8529,67267,1,84
8529,69255,1,84
8529,103433,1,84
8642,2145,1,59
8644,541,1,143
8644,589,1,143
8644,741,0,143
8644,1240,1,143
8644,2571,1,143
8644,3156,0,143
8644,5445,1,143
8644,6537,1,143
8644,6934,1,143
8644,7163,1,143
8644,68237,1,143
8644,68791,1,143
8644,71530,1,143
8644,90249,1,143
8644,109487,1,143
8644,110407,1,143
8644,114180,1,143
8644,115617,0,143
8665,648,1,121
8665,4963,1,121
8665,5418,1,121
8665,45447,1,121
8665,49272,1,121
8665,54286,1,121
8665,74795,1,121
8665,84601,1,121
8665,91535,1,121
8874,3970,0,142
8874,5195,0,142
8874,5413,0,142
8874,7438,0,142
8874,27801,0,142
8874,31878,0,142
8874,38061,0,142
8874,44761,0,142
8874,51255,1,142
8874,53468,0,142
8874,58162,1,142
8874,71535,1,142
8874,103341,1,142
8874,116668,1,142
8907,1387,0,112
8907,1388,1,112
8907,2294,1,112
8907,2722,0,112
8907,3483,1,112
8907,3751,1,112
8907,7294,0,112
8907,7450,0,112
8907,8908,0,112
8907,8984,0,112
8907,26152,0,112
8907,27830,0,112
8907,44022,1,112
8907,48982,1,112
8907,53121,1,112
8907,55768,1,112
8907,82022,0,112
8907,94469,0,112
8907,103755,1,112
8907,112460,1,112
8947,1644,1,33
8947,2431,0,33
8947,6058,1,33
8947,27772,1,33
8947,27798,1,33
8947,27839,1,33
8947,34143,1,33
8947,44195,0,33
8947,45003,1,33
8947,45361,1,33
8947,45662,1,33
8947,49205,1,33
8947,81744,0,33
8947,92422,1,33
8947,103688,1,33
8957,71,0,84
8957,6880,1,121
8957,7254,1,121
8957,7360,1,121
8957,27317,1,84
8957,36533,1,84
8957,37720,1,121
8957,39446,1,84
8957,39446,1,121
8957,48877,1,84
8957,48877,1,121
8957,53519,1,84
8957,55577,1,84
8957,55577,1,121
8957,63436,1,84
8957,63436,1,121
8957,71571,1,84
8957,71571,1,121
8957,80736,1,84
8957,81535,1,84
8957,81535,1,121
8957,120637,0,84
26746,315,1,143
26746,1004,1,143
26746,1382,1,143
26746,1385,1,143
26746,1626,1,143
26746,4203,1,143
26746,4466,1,143
26746,5027,1,143
26746,7007,1,143
26746,7725,1,143
26746,26819,1,143
26746,55073,1,143
26746,56848,1,143
26746,58617,1,143
26746,66586,1,143
26746,66652,1,143
26746,66900,1,143
26746,66902,1,143
26746,66941,1,143
26746,95475,0,143
27706,362,0,67
27706,367,0,67
27706,3988,0,67
27706,6332,0,67
27706,7162,0,67
27706,8948,0,67
27706,128171,0,67
30707,1954,1,67
30707,31225,1,67
30707,33166,0,67
30707,96693,0,67
30793,661,0,65
30793,837,1,67
30793,1073,1,65
30793,1073,1,67
30793,3081,0,67
30793,3081,1,65
30793,7045,0,65
30793,7147,0,65
30793,37729,0,65
30793,37729,0,67
30793,54001,1,65
30793,72226,0,65
30793,74789,1,65
30793,74789,1,67
30793,79091,1,65
30793,81834,1,65
31364,3005,0,67
31364,6538,0,67
31364,6870,0,67
31364,63062,0,67
31364,91658,0,67
32289,3270,1,102
32289,4316,1,102
32289,31223,1,102
32289,44193,1,102
32289,47382,1,102
32289,52245,1,102
32289,93201,1,102
33162,1027,1,114
33162,7153,1,114
33162,8640,1,114
33162,33794,0,114
33162,43936,0,114
33162,46322,1,114
33162,47610,0,114
33162,49050,0,114
33162,49278,0,114
33162,54075,1,114
33162,74111,1,114
33162,77866,1,114
33493,260,1,119
33493,1196,1,119
33493,1210,1,119
33493,2628,1,119
33493,5378,1,119
33493,61160,1,119
33493,72998,1,119
33615,2294,1,44
33615,2294,1,52
33615,3483,1,44
33615,3483,1,52
33615,3751,1,44
33615,3751,1,52
33615,8907,1,44
33615,8907,1,52
33615,27478,0,44
33615,27478,0,52
33615,48982,1,44
33615,48982,1,52
33615,53121,1,44
33615,53121,1,52
33615,62999,1,44
33615,62999,1,52
33615,117851,1,44
33615,117851,1,52
33679,4367,1,54
33679,4367,1,114
33679,4367,1,151
33679,6548,1,114
33679,6548,1,151
33679,6564,1,54
33679,6564,1,114
33679,6564,1,151
33679,8912,1,114
33679,32296,1,114
33679,60072,1,114
33679,60072,1,151
33679,79293,1,114
33679,79293,1,151
33679,82202,1,54
33679,82202,1,114
33679,82202,1,151
33679,86644,0,114
33679,86644,0,151
33679,102514,0,114
33679,103810,1,114
33794,592,1,33
33794,592,1,56
33794,592,1,115
33794,592,1,117
33794,592,1,132
33794,592,1,143
33794,1377,1,33
33794,1377,1,56
33794,1377,1,115
33794,1377,1,117
33794,1377,1,132
33794,1377,1,143
33794,3213,0,115
33794,3213,1,33
33794,3213,1,56
33794,3213,1,117
33794,3213,1,132
33794,3213,1,143
33794,5349,1,33
33794,5349,1,115
33794,5349,1,117
33794,5349,1,132
33794,5349,1,143
33794,8636,1,33
33794,8636,1,115
33794,8636,1,117
33794,8636,1,132
33794,8636,1,143
33794,52722,1,33
33794,52722,1,56
33794,52722,1,115
33794,52722,1,117
33794,52722,1,132
33794,52722,1,143
33794,58559,1,33
33794,58559,1,56
33794,58559,1,115
33794,58559,1,117
33794,58559,1,132
33794,58559,1,143
33794,91529,1,33
33794,91529,1,56
33794,91529,1,115
33794,91529,1,117
33794,91529,1,132
33794,91529,1,143
33794,112326,0,143
33794,112326,1,33
33794,112326,1,56
33794,112326,1,115
33794,112326,1,117
34150,3793,1,91
34150,6333,1,91
34150,6534,1,91
34150,53464,1,91
34150,59315,1,91
34150,88140,1,91
34150,110102,1,91
36519,5574,1,114
36519,31420,1,114
36519,34150,0,114
36519,47200,1,114
36519,61248,1,114
36519,64030,1,114
36519,74668,1,114
40629,17,1,65
40629,17,1,67
40629,28,1,65
40629,838,0,65
40629,37475,1,65
40629,38798,1,65
40629,50705,1,65
40629,51834,1,65
40629,74508,1,65
40629,89678,1,65
40815,4896,1,65
40815,5816,1,65
40815,8368,1,65
40815,54001,1,65
40815,69844,1,65
40815,81834,1,65
42732,53349,0,67
42732,57370,1,67
42732,62553,0,67
42732,129474,0,67
44191,2571,0,101
44191,2571,1,112
44191,5608,0,101
44191,6365,0,101
44191,6365,1,112
44191,6880,0,101
44191,6934,0,101
44191,6934,1,112
44191,48518,0,101
44191,48774,0,101
44191,60684,1,101
44191,60684,1,112
44191,70336,0,112
44191,97752,1,112
44191,113573,1,101
44191,113573,1,112
45186,648,1,50
45186,648,1,99
45186,648,1,139
45186,1722,1,50
45186,1722,1,99
45186,3160,0,50
45186,3623,1,50
45186,3623,1,99
45186,3623,1,139
45186,3744,1,50
45186,4390,1,50
45186,8665,1,99
45186,8665,1,139
45186,8961,0,99
45186,8961,1,50
45186,49272,1,50
45186,49272,1,99
45186,53972,1,50
45186,53972,1,99
45186,63113,1,99
45186,70336,1,50
45186,70336,1,99
45186,91630,1,50
45186,91630,1,99
45186,91630,1,139
45186,96610,0,50
45186,112897,1,50
45186,112897,1,99
45447,454,1,117
45447,2762,1,117
45447,58376,1,117
45447,68554,1,117
45447,84601,1,117
45720,4447,1,114
45720,38798,1,114
45720,55116,0,114
45720,59725,1,114
45720,66203,0,114
45720,73015,0,114
45720,73049,0,114
45720,92648,0,114
45722,15,1,88
45722,15,1,143
45722,2949,1,143
45722,4000,1,143
45722,4270,1,88
45722,4270,1,132
45722,4270,1,143
45722,4313,0,132
45722,4313,0,143
45722,6539,1,88
45722,6539,1,132
45722,6539,1,143
45722,41569,0,88
45722,41569,0,132
45722,41569,0,143
45722,45442,1,143
45722,45499,0,88
45722,45499,1,143
45722,53125,1,88
45722,53125,1,143
45722,53138,1,143
45722,86880,1,88
45722,86880,1,132
45722,86880,1,143
45722,98809,1,143
45722,106489,1,132
45722,106489,1,143
46530,3793,1,41
46530,6333,1,41
46530,6534,1,41
46530,34150,1,41
46530,53464,1,41
46530,58404,1,41
46530,59315,1,41
46530,60040,1,41
46530,68319,1,41
46530,87232,1,41
46530,87430,1,41
46530,91529,1,41
46530,103042,1,41
46530,104419,1,41
46723,3623,0,67
46723,4235,1,67
46723,6953,1,67
46723,27808,0,67
46723,97752,0,67
46972,480,0,87
46972,480,1,107
46972,480,1,143
46972,3948,0,87
46972,3948,0,143
46972,3948,1,107
46972,5459,1,107
46972,5459,1,143
46972,5803,0,87
46972,5803,0,143
46972,5803,1,107
46972,6156,0,143
46972,6156,1,107
46972,6239,0,87
46972,6239,0,143
46972,7325,0,143
46972,7325,1,107
46972,8972,1,107
46972,8972,1,143
46972,32031,0,87
46972,32031,0,107
46972,32031,0,143
46972,44022,0,107
46972,44022,0,143
46972,53004,0,143
46972,60514,0,87
46972,60514,1,107
46972,60514,1,143
46972,62999,0,107
46972,62999,0,143
46972,68793,1,87
46972,68793,1,107
